job,salary,where,time,catagory,num,createtime,companyname,properties,scale,industry
【2021校招】游戏后端开发工程师,年薪16-26w,广州,应届,C++,不限,19:08发布,四三九九信息科技,私营·民营企业,1000-2000人,游戏开发
广告文案实习生,年薪7-10w,上海,应届,文案/策划,2人,19:03发布,绿水数字,私营·民营企业,1-49人,广告/公关/市场推广/会展
2021届应届生FPGA工程师,年薪16-31w,深圳,应届,FPGA,不限,18:49发布,深圳市镭神智能系统有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
市场专员/助理,年薪10-16w,深圳-龙华区,应届,市场专员/助理,8人,19:02发布,贝壳找房(深圳)科技有限公司,私营·民营企业,10000人以上,房地产开发/建筑/建材/工程
【2021校招】图形渲染开发工程师,年薪16-24w,广州,应届,语音/视频/图形开发工程师,不限,19:08发布,四三九九信息科技,私营·民营企业,1000-2000人,游戏开发
软件工程师,年薪12-24w,杭州,应届,C++,5人,18:00发布,加速科技,私营·民营企业,50-99人,电子技术/半导体/集成电路
销售助理,年薪6-12w,深圳-南山区,应届,电话销售,3人,19:18发布,ONES,私营·民营企业,100-499人,企业服务软件
市场专员/助理,年薪10-16w,深圳-南山区,应届,市场专员/助理,8人,19:02发布,贝壳找房(深圳)科技有限公司,私营·民营企业,10000人以上,房地产开发/建筑/建材/工程
产品经理,年薪14-17w,衡水,应届,产品经理,3人,19:40发布,北京物腾联同创科技有限公司,私营·民营企业,2000-5000人,社交网络
it桌面运维工程师（校园招聘）,年薪7-12w,上海,应届,运维工程师,1人,18:36发布,百联,国有企业,100-499人,百货/批发/零售
广东分公司-综合管理岗（财务管理类）,年薪8-10w,广州,应届,保险内勤,不限,20:15发布,华夏人寿保险股份有限公司,其他,10000人以上,保险
法务专员/助理,年薪7-12w,北京-朝阳区,应届,法务专员/助理,1人,18:18发布,卓佳咨询,外商独资·外企办事处,100-499人,咨询服务
前端开发实习生,年薪6-8w,深圳-罗湖区,应届,WEB前端开发工程师,1人,20:41发布,顺电,私营·民营企业,2000-5000人,百货/批发/零售
2021届应届生激光雷达算法工程师,年薪14-22w,深圳-宝安区,应届,算法工程师,不限,18:49发布,深圳市镭神智能系统有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
市场专员/助理,年薪10-16w,深圳-坪山区,应届,市场专员/助理,8人,19:02发布,贝壳找房(深圳)科技有限公司,私营·民营企业,10000人以上,房地产开发/建筑/建材/工程
产品经理,年薪14-17w,北京,应届,产品经理,3人,19:40发布,北京物腾联同创科技有限公司,私营·民营企业,2000-5000人,社交网络
体育教师,年薪7-14w,厦门-思明区,应届,体育教师/教练,25人,20:59发布,厦门趣店科技有限公司,国内上市公司,1000-2000人,互联网/移动互联网/电子商务
后端开发工程师,年薪13-18w,广州,应届,Java,不限,19:08发布,四三九九信息科技,私营·民营企业,1000-2000人,游戏开发
产品经理,年薪14-17w,邯郸,应届,产品经理,3人,19:40发布,北京物腾联同创科技有限公司,私营·民营企业,2000-5000人,社交网络
研发工程师,年薪10-12w,北京-海淀区,应届,冶金工程师,1人,22:32发布,中国钢研科技集团有限公司,国有企业,10000人以上,新材料
硬件工程师,年薪12-24w,杭州,应届,硬件工程师,5人,18:00发布,加速科技,私营·民营企业,50-99人,电子技术/半导体/集成电路
软件测试,年薪7-13w,广州,应届,软件测试,1人,20:03发布,科力创新软件(广州)有限公司,外商独资·外企办事处,1-49人,计算机软件
广东分公司-业务督导岗（渠道管理类）,年薪9-14w,广州,应届,保险内勤,不限,20:15发布,华夏人寿保险股份有限公司,其他,10000人以上,保险
产品经理,年薪14-17w,邢台,应届,产品经理,3人,19:40发布,北京物腾联同创科技有限公司,私营·民营企业,2000-5000人,社交网络
2021届应届生嵌入式工程师,年薪7-10w,深圳-宝安区,应届,嵌入式软件开发,不限,18:50发布,深圳市镭神智能系统有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
管培生,年薪5-7w,聊城,应届,储备干部,20人,19:49发布,山东金帝精密机械科技股份有限公司,私营·民营企业,1000-2000人,汽车/摩托车
储备干部,年薪5-6w,深圳,应届,储备干部,5人,20:06发布,深圳市朗科科技股份有限公司,国内上市公司,100-499人,计算机硬件/网络设备
java开发实习生,年薪6-8w,深圳-罗湖区,应届,Java,2人,20:41发布,顺电,私营·民营企业,2000-5000人,百货/批发/零售
原料技术管培生,年薪8-11w,成都-双流区,应届,其他生产/制造/研发职位,2人,20:37发布,四川天味食品集团股份有限公司,私营·民营企业,2000-5000人,食品/饮料/烟酒/日化
人力资源专员（22届）,2600元/月,广州-黄埔区,实习5天/周,人力资源专员/助理,不限,18:15发布,金升阳科技,私营·民营企业,2000-5000人,电子技术/半导体/集成电路
现场品控,年薪5-7w,德州,应届,质量检测员/测试员,6人,18:39发布,如康清真食品,私营·民营企业,500-999人,原材料及加工
【2021校招】系统运维工程师,年薪11-20w,广州,应届,运维工程师,不限,19:08发布,四三九九信息科技,私营·民营企业,1000-2000人,游戏开发
组长/拉长,年薪7-9w,苏州,应届,组长/拉长,50人,20:18发布,可胜科技(苏州)有限公司,外商独资·外企办事处,10000人以上,电子设备
久谦咨询 | Consulting Staff Recruitment,年薪25-34w,北京-朝阳区,应届,咨询顾问/咨询员,20人,23:31发布,久远谦长(北京)管理咨询有限公司,私营·民营企业,100-499人,专业服务(咨询/财会/法律/翻译等)
前端开发实习生,200元/日,北京-朝阳区,实习3天/周,WEB前端开发工程师,1人,18:38发布,景生星月信息科技(北京)有限公司,私营·民营企业,1-49人,人工智能
机电工程师,年薪7-8w,泰州,应届,机电工程师,50人,20:18发布,可胜科技(苏州)有限公司,外商独资·外企办事处,10000人以上,电子设备
【2021校招】UE4前端开发工程师,年薪16-24w,广州,应届,其他前端开发,不限,19:08发布,四三九九信息科技,私营·民营企业,1000-2000人,游戏开发
机电工程师,年薪8-10w,苏州,应届,机电工程师,50人,20:18发布,可胜科技(苏州)有限公司,外商独资·外企办事处,10000人以上,电子设备
游戏客服实习生,120元/月,广州,实习4天/周,实习生,不限,22:12发布,龙创悦动网络,私营·民营企业,100-499人,游戏开发
工程项目实习生,4000元/月,深圳-罗湖区,实习5天/周,工程监理,1人,20:41发布,顺电,私营·民营企业,2000-5000人,百货/批发/零售
市场专员/助理,年薪10-16w,深圳-宝安区,应届,市场专员/助理,8人,19:02发布,贝壳找房(深圳)科技有限公司,私营·民营企业,10000人以上,房地产开发/建筑/建材/工程
建筑实习生,3000元/月,上海-黄浦区,实习5天/周,实习生,不限,20:50发布,上海栖城建筑规划设计有限公司,私营·民营企业,100-499人,房地产开发/建筑/建材/工程
c++研发工程师,年薪7-12w,南通-崇川区,应届,C++,不限,19:46发布,新壹云,私营·民营企业,50-99人,互联网/移动互联网/电子商务
技术型销售管培生,年薪14-42w,上海,应届,管理培训生,1人,20:58发布,上海复享光学股份有限公司,私营·民营企业,50-99人,高端制造
CAE-网格 工程师,年薪5-11w,深圳-坪山区,应届,汽车机构工程师,5人,18:43发布,渤元科技,私营·民营企业,50-99人,汽车/摩托车
22秋校：研发工程师,2700元/月,广州-黄埔区,实习5天/周,电子技术研发工程师,不限,18:15发布,金升阳科技,私营·民营企业,2000-5000人,电子技术/半导体/集成电路
久谦咨询 Intern Analyst,300元/日,北京,实习4天/周,咨询顾问/咨询员,20人,23:31发布,久远谦长(北京)管理咨询有限公司,私营·民营企业,100-499人,专业服务(咨询/财会/法律/翻译等)
室内实习生,2500元/月,上海-黄浦区,实习5天/周,实习生,不限,20:50发布,上海栖城建筑规划设计有限公司,私营·民营企业,100-499人,房地产开发/建筑/建材/工程
电气助理工程师,年薪8-10w,上海,应届,电气工程师,2人,18:48发布,上海卓道医疗科技有限公司,私营·民营企业,50-99人,医疗设备/器械
2021届应届生销售工程师,年薪5-10w,杭州-江干区,应届,销售代表,不限,18:49发布,深圳市镭神智能系统有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
1对1初高中教师-郑州学校,年薪8-14w,郑州-中原区,应届,初中教师,10人,18:11发布,朴德教育科技有限公司,,,
德语客服顾问,年薪6-8w,广州,应届,德语翻译,3人,22:10发布,龙创悦动网络,私营·民营企业,100-499人,游戏开发
销售代表,年薪7-18w,杭州,应届,销售代表,5人,18:00发布,加速科技,私营·民营企业,50-99人,电子技术/半导体/集成电路
其他培训生/储备干部,年薪7-11w,厦门-集美区,应届,其他培训生/储备干部,20人,18:51发布,中交(福清)投资有限公司,国有企业,50-99人,房地产开发/建筑/建材/工程
机械工程师,年薪6-7w,苏州,应届,机械工程师,30人,20:18发布,可胜科技(苏州)有限公司,外商独资·外企办事处,10000人以上,电子设备
西班牙语客服顾问,年薪6-8w,广州,应届,西班牙语翻译,3人,22:10发布,龙创悦动网络,私营·民营企业,100-499人,游戏开发
补录管培生（央企式福利模式）,年薪14-18w,北京,应届,管理培训生,10人,18:23发布,北京天时佳阁房地产投资顾问有限公司,私营·民营企业,100-499人,房地产服务(物业管理/地产经纪)
DevOps运维开发工程师,年薪7-12w,上海,应届,运维开发,1人,18:44发布,百联,国有企业,100-499人,百货/批发/零售
CAE-网格 工程师,年薪5-11w,上海,应届,汽车机构工程师,5人,18:43发布,渤元科技,私营·民营企业,50-99人,汽车/摩托车
项目专员,年薪4-8w,石家庄-长安区,应届,项目专员/助理,10人,19:50发布,北京中公教育科技股份有限公司石家庄分公司,私营·民营企业,10000人以上,教育/培训/学术/科研/院校
媒介采购执行助理,100元/月,杭州-江干区,实习3天/周,媒介专员/助理,不限,18:50发布,意合众创,私营·民营企业,50-99人,广告营销
管理培训生,年薪6-12w,秦皇岛,应届,管理培训生,不限,18:16发布,爱迪特(秦皇岛)科技股份有限公司,中外合营(合资·合作),100-499人,医疗/保健/美容/卫生服务
电商运营（2021届毕业生）,年薪10-13w,上海-浦东新区,应届,电商运营,不限,18:37发布,上海仙视电子科技有限公司,私营·民营企业,100-499人,电子技术/半导体/集成电路
媒介实习生,150元/日,上海,实习5天/周,新媒体运营,2人,19:03发布,绿水数字,私营·民营企业,1-49人,广告/公关/市场推广/会展
精装设计实习生,120元/日,珠海,实习5天/周,软装设计师,1人,21:50发布,龙湖集团,私营·民营企业,10000人以上,房产开发
韩语营销策划实习生,170元/日,北京,实习4天/周,文案/策划,1人,13:26发布,紫龙互娱,私营·民营企业,100-499人,游戏产业
日本北海道高尔夫日语翻译,年薪14-18w,大连,应届,日语翻译,5人,15:14发布,辽宁语嫣商务信息咨询有限公司,私营·民营企业,1-49人,咨询服务
新媒体投放（校招）,年薪5-10w,广州,应届,媒介投放,不限,12:05发布,广州谷雨生物科技有限公司,私营·民营企业,100-499人,电子商务
ERP实施实习生,100元/日,深圳,实习4天/周,实施工程师,5人,14:21发布,金蝶,外商独资·外企办事处,5000-10000人,互联网/移动互联网/电子商务
日语 翻译（免税店）,年薪12-14w,长沙,应届,日语翻译,5人,15:14发布,辽宁语嫣商务信息咨询有限公司,私营·民营企业,1-49人,咨询服务
在校实习生,100元/日,北京,实习4天/周,律师助理,不限,14:41发布,北京市惠诚律师事务所,私营·民营企业,100-499人,专业服务(咨询/财会/法律/翻译等)
市场产品专员/助理,年薪6-10w,上海-闵行区,应届,市场产品专员/助理,2人,17:43发布,黑龙江和美泰富农业发展股份有限公司,私营·民营企业,1000-2000人,食品饮料
销售代表,年薪10-19w,上海-松江区,应届,销售代表,不限,14:39发布,上海英舟网络科技有限公司,私营·民营企业,1-49人,计算机软件
化工技术应用/化工工程师,年薪6-8w,南京,应届,化工技术应用/化工工程师,2人,14:36发布,东华能源,国内上市公司,1000-2000人,石油/石化/化工
2021届思源电气校园招聘-海外客户经理（法语）,年薪6-8w,上海-闵行区,应届,客户经理/主管,1人,14:35发布,思源电气,私营·民营企业,2000-5000人,机械制造/机电/重工
